Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,Genres
Illegal Weapon,Illegal Weapon,Garry Sandhu,9/25/2017,FRX201706358,"2,224",30.3,"6,79,99,897","12,496","22,90,221",57,"66,51,09,271","35,31,340",Rock
Starships,Crave Volume 7,Nicki Minaj,01-01-2012,USCM51200060,"2,225",30.3,"1,12,54,07,888","1,89,848","7,14,57,898",73,"56,58,50,053","39,04,912",pop
Calidad,Calidad,Grupo Firme,07-12-2022,QZDQH2257609,"2,238",30.3,"30,89,15,484","18,763","98,76,263",54,"27,28,92,088","8,34,521",jazz
Watch Me,This Is A Challenge,Silento,12/16/2016,USAT21603705,"2,223",30.3,"38,73,89,363",20,"1,347",,"2,02,01,32,561","1,13,34,330",hip hop
Send My Love (To Your New Lover),25,Adele,11/20/2015,GBBKS1500215,"2,234",30.3,"1,06,45,99,051","89,443","2,44,41,546",66,"99,79,93,764","62,46,988",Rythem
Chakalitos,Chakalitos,Angi Fire,7/22/2023,USMH92305308,"2,229",30.3,"1,41,37,400","1,570","1,71,193",10,"22,14,22,238","17,54,240",Blues
No Hay Nadie Mï¿½,No Hay Nadie Mï¿½,Sebastian Yatra,1/26/2018,USUM71713890,"2,239",30.3,"54,62,19,103","43,372","1,27,05,005",69,"1,28,93,14,157","61,63,163",Folk Music
Rather Be (feat. Jess Glynne),I Cry When I Laugh,Clean Bandit,01-01-2013,GBAHS1300498,"2,236",30.3,"1,32,70,93,253","1,88,363","5,82,99,660",70,"87,55,68,512","50,09,883",Disco
Into Your Arms (feat. Ava Max),Into Your Arms (feat. Ava Max),Witt Lowry,06-08-2018,USAT21802013,"2,232",30.3,"39,05,29,605","68,181","1,05,06,568",67,"38,84,38,653","67,47,169",Rock
Ramenez la coupe ï¿½ï¿½ la ma,Ramenez la coupe ï¿½ï¿½ la ma,Vegedream,7/17/2018,UKGD81800015,"2,233",30.3,"48,28,59,077","1,54,354","93,07,449",62,"55,07,46,505","46,27,573",pop
1000 Blunts,"Sing Me a Lullaby, My Sweet Temptation",$uicideboy$,7/29/2022,QZAPK2000271,"2,237",30.3,"18,95,88,270","43,837","26,63,499",72,"8,76,80,985","7,00,043",jazz
#BrooklynBloodPop!,#BrooklynBloodPop!,SyKo,7/27/2020,QZK6Q2049800,"2,230",30.3,"28,90,85,486","76,485","88,76,090",62,"24,71,78,404","39,83,154",Rock
Baby Songs,Baby Lullaby - Relaxing Piano Baby Lullabies Baby Songs and Nursery Rhymes for Baby Sleep and Newborn Natural Sleep Aid,Baby Lullaby,10/23/2014,USA2P1472414,"2,227",30.3,"54,84,513",36,"9,217",27,"89,74,54,562","28,11,983",pop
Mï¿½ï¿½dchen auf dem P,Mï¿½ï¿½dchen auf dem P,Luca-Dante Spadafora,05-12-2023,CH7812350872,"2,226",30.3,"11,91,41,939","46,323","1,43,89,973",67,"2,39,93,631","1,67,659",jazz
Cuando Te Besï¿,Cuando Te Besï¿,Becky G,08-02-2018,USSD11800274,"2,240",30.3,"58,80,21,470","51,865","1,52,27,639",63,"1,11,45,56,086","58,55,578",hip hop
"Lutt Putt Gaya (From ""Dunki"")","Lutt Putt Gaya (From ""Dunki"")",Pritam,11/22/2023,INS182303353,"2,228",30.3,"5,44,61,319","3,298","56,76,613",,"12,25,09,013","12,56,731",Rythem
girl$,girl$,Dom Dolla,06-07-2024,USQX92401650,"2,235",30.3,"19,20,905",945,"4,44,90,548",,"78,608","3,629",Blues
Clout (feat. Cardi B),FATHER OF 4,Offset,2/22/2019,USUG11802308,"2,231",30.3,"30,62,21,125","61,432","1,54,68,892",58,"63,57,06,453","48,88,312",Folk Music
I love you,I love you,Dadju,12-08-2023,FR8FB2328300,"2,247",30.2,"7,05,92,513","10,432","90,86,026",63,"3,00,34,889","2,19,547",Disco
Loucura,Amor e ï¿½ï¿,Borges,12-12-2023,BCM9A2300102,"2,248",30.2,"7,97,82,529","10,849","81,94,521",,"7,02,31,783","4,91,126",Rock
Forget About Us,Forget About Us,Perrie,04-12-2024,GBARL2400078,"2,245",30.2,"1,61,71,953","1,439","1,88,71,474",,"62,23,280","2,00,833",pop
One Last Time,My Everything,Ariana Grande,8/21/2014,USUM71409723,"2,243",30.2,"1,46,59,18,510","1,10,953","6,58,76,311",77,"1,10,18,95,606","91,06,812",jazz
Malas Decisiones,K23,Kenia OS,10/27/2022,MXF012200331,"2,246",30.2,"24,91,99,925","15,573","1,17,36,236",68,"14,18,29,637","13,46,158",Rock
Dos Mil 16,Un Verano Sin Ti,Bad Bunny,05-06-2022,QM6MZ2214889,"2,249",30.2,"42,69,04,285","50,219","1,76,90,466",71,"19,82,52,709","13,23,047",pop
La Vaca Lola,Las 20 Mejores Canciones Infantiles,Toy Cantando,06-10-2013,COA3C1500662,"2,250",30.2,"3,82,60,236","3,255","3,10,554",55,"2,80,93,54,638","78,25,584",Rock
Termina Comigo Antes,Termina Comigo Antes,Gusttavo Lima,3/31/2022,BXBAL2200001,"2,241",30.2,"19,49,19,563","12,885","1,30,54,030",63,"45,94,14,543","18,79,854",pop
Baarish,Baarish,Payal Dev,08-11-2020,INUM72000050,"2,244",30.2,"1,22,08,412","1,424","3,62,321",41,"13,55,29,803","17,94,516",jazz
ZITTI E BUONI,ZITTI E BUONI,Mï¿½ï¿½ne,03-03-2021,ITB002100112,"2,242",30.2,"47,55,49,122","94,637","99,75,524",69,"25,97,62,159","28,95,468",hip hop
Dijeron Que No La Iba Lograr,Dijeron Que No La Iba a Lograr,Chino Pacas,3/14/2023,USA2P2313930,"2,254",30.1,"24,11,74,958","23,146","70,25,185",43,"14,60,33,306","6,97,531",Rythem
Is It Love,Is It Love,Loreen,10/13/2023,SEUM72301218,"2,252",30.1,"6,87,85,555","7,360","82,10,301",,"1,67,08,048","2,43,108",Blues
Feel It Still,Feel It Still,Portugal. The Man,03-02-2017,USAT21700437,"2,263",30.1,"1,30,34,52,422","2,04,110","6,57,16,191",74,"56,30,59,238","50,08,418",Folk Music
Portobello Beach,Passport,Quiet as a Mouse,10/21/2022,GBMJG2221437,"2,255",30.1,,,,,"45,39,03,004","10,10,270",Disco
MotorSport,MotorSport,Migos,10/27/2017,USUM71712002,"2,262",30.1,"59,09,83,645","89,159","2,43,00,466",62,"74,45,79,257","45,04,144",Rock
Bad At Love,hopeless fountain kingdom (Deluxe),Halsey,06-02-2017,USUM71702220,"2,265",30.1,"63,53,93,773","56,371","1,20,74,505",59,"57,52,20,523","44,08,507",pop
Nevada,Nevada,YoungBoy Never Broke Again,1/30/2021,USAT22103399,"2,251",30.1,"16,39,74,630","60,031","45,03,801",64,"10,98,58,521","9,15,546",jazz
The Adults Are Talking,The New Abnormal,The Strokes,04-10-2020,USRC11902726,"2,264",30.1,"45,79,33,102","1,52,115","3,04,05,327",76,"16,13,35,622","17,16,915",Rock
Melhor Eu Ir / Ligando os Fatos / Sonho de Amor / Deixa Eu Te Querer (Ao Vivo),Churrasquinho do Menos ï¿½ï¿½ Mais (Ao V,Grupo Menos ï¿½ï¿½ ,4/23/2020,USDY42060410,"2,260",30.1,"27,09,44,683","6,608","25,22,207",,"99,67,37,706","44,80,282",pop
Hips Don't Lie (feat. Wyclef Jean),Oral Fixation Vol. 2,Shakira,01-01-2005,USSM10600677,"2,257",30.1,"1,63,11,52,967","2,61,693","14,24,26,948",80,"1,66,36,36,127","93,45,192",jazz
Overdose,Overdose - Single,natori,09-07-2022,JPU902203154,"2,259",30.1,"19,14,25,175","26,630","34,07,532",62,"27,12,19,300","28,55,968",hip hop
Techno Cumbia (Remasterizado 2024/30th Anniversary),Amor Prohibido (Remasterizado 2024/30th Anniversary),Selena,3/22/2024,USUM72402911,"2,256",30.1,"5,09,62,805",12,"74,974",,,,Rythem
Tak Segampang Itu,Tak Segampang Itu,Anggi Marito,12-02-2022,IDUM72200281,"2,253",30.1,"41,53,57,981","14,918","74,89,575",74,"20,18,60,884","9,12,928",Blues
Emotionally Scarred,My Turn,Lil Baby,2/28/2020,USUG12000034,"2,261",30.1,"28,96,52,584","93,481","1,01,51,445",63,"31,05,18,713","17,97,173",Folk Music
When It Rains It Pours,This One's for You,Luke Combs,06-02-2017,QZ4751600015,"2,258",30.1,"80,78,02,864","93,613","2,31,60,480",78,"57,65,10,087","20,93,903",Disco
If I Didn't Love You,If I Didn't Love You,Jason Aldean,7/23/2021,QMRSZ2101546,"2,268",30,"14,34,47,350","22,233","32,05,615",60,"9,50,29,099","6,93,003",Rock
NO ME QUIERO CASAR,nadie sabe lo que va a pasar maï¿½ï¿,Bad Bunny,10/13/2023,QMFME2364196,"2,269",30,"14,48,01,283","20,979","1,61,17,371",73,"3,30,00,813","2,84,943",pop
UNHEALTHY (feat. Shania Twain),UNHEALTHY (feat. Shania Twain),Anne-Marie,5/18/2023,GBAHS2300345,"2,274",30,"10,74,35,709","18,457","67,27,123",60,"1,83,49,123","2,18,523",jazz
ATORRANTE - con Los Palmeras,ATORRANTE - con Los Palmeras,Emanero,07-05-2023,ARP7V2300023,"2,280",30,"6,56,17,109","7,487","32,95,468",61,"18,95,91,521","5,78,345",Rock
"Praise (feat. Brandon Lake, Chris Brown & Chandler Moore)",CAN YOU IMAGINE?,Elevation Worship,5/19/2023,USPJT2300015,"2,284",30,"7,96,21,215","31,102","38,89,566",70,"8,73,20,948","8,73,405",pop
greedy,greedy - Single,Tate McRae,9/15/2023,USRC12301975,"2,281",30,"1,25,61,01,755","3,984","24,53,761",,,,jazz
El Mejor,El Mejor,Chayï¿½ï¿½n R,10/27/2023,TCAHK2398379,"2,282",30,"71,78,040","1,181","2,35,460",,"94,65,691","61,294",hip hop
Take Me to Church,Take Me to Church EP,Hozier,9/13/2013,USSM11307291,"2,276",30,"2,54,44,89,950","1,13,315","3,09,50,638",74,"18,43,51,951","19,63,267",Rythem
Roses,Roses,The Chainsmokers,6/16/2015,USQX91500801,"2,270",30,"1,04,68,48,265","1,37,023","3,31,24,854",68,"58,50,20,723","34,42,407",Blues
Close Friends (Lil Baby & Gunna),Drip Harder,Lil Baby,10-04-2018,USUG11801853,"2,267",30,"42,80,09,373","99,524","1,16,66,867",65,"50,33,01,861","33,83,825",Folk Music
"0 Sentimientos (Remix) [feat. Baby Rasta, Noriel, Darkiel, Messiah & Lyan]",Chosen Few: New Generation,Boy Wonder CF,11/21/2023,BK4DA2319487,"2,272",30,"27,22,61,201",871,"3,79,289",,,,Disco
BEBï¿,BEBï¿,Camilo,11/25/2020,USSD12000562,"2,277",30,"40,11,04,048","42,742","1,41,90,262",66,"45,87,76,041","33,32,448",Rock
Propuesta Indecente,Caliente! Latino Hitmix 2013,Romeo Santos,01-01-2013,USSD11300197,"2,266",30,"75,15,08,028","76,654","2,88,91,369",74,"2,24,35,82,425","65,25,279",pop
Palhaï¿½ï¿½a (Ao V,Palhaï¿½ï¿½a (Ao Vivo) - Si,Naiara Azevedo,01-12-2023,BX8WE2200062,"2,271",30,"14,98,01,910","10,235","89,02,883",58,"29,60,57,090","8,99,154",jazz
Atmosphere,Atmosphere,FISHER,08-11-2023,QZA742318982,"2,278",30,"10,51,78,211","40,300","5,57,73,870",70,"3,29,644","6,449",Rock
Eid,Eid,Mehmood J,6/24/2022,USANG2274868,"2,273",30,"10,762",5,29,4,"2,08,19,326","3,18,193",pop
Money In The Grave (Drake ft. Rick Ross),The Best In The World Pack,Drake,6/15/2019,USCM51900318,"2,275",30,"97,02,19,741","1,80,650","3,68,76,067",70,"24,30,75,035","20,53,120",jazz
BABY NUEVA,nadie sabe lo que va a pasar maï¿½ï¿,Bad Bunny,10/13/2023,QMFME2364191,"2,283",30,"11,88,35,954","23,373","91,25,370",,"2,94,87,901","3,86,863",hip hop
ýýýýýýýýýý ýýýý ýýýýýý ýýýýýýýý,ýýýýýýýýýý ýýýý ýýýýýý ýýýýýýýý - Single,ýýýýýýýýýý ýýýýýýýý,12-08-2022,DGA082213263,"2,279",30,"4,68,162",114,"21,665",24,,,Rythem
Escapate Conmigo,Nacimiento,Wisin,1/19/2018,QZAPG1864732,"2,298",29.9,,,,,"1,71,95,84,760","50,92,330",Blues
Lighter,Lighter (Extended Mix),Galantis,2/16/2024,USAT22400413,"2,295",29.9,"3,57,12,909","4,573","3,14,83,398",5,"16,79,600","30,410",Folk Music
"Halli Naatu (From ""Rrr"")","Halli Naatu (From ""Rrr"") - Single",Rahul Sipligunj,11-10-2021,INS182115577,"2,293",29.9,"7,29,62,855",169,"1,70,665",,"63,69,65,758","39,51,628",Disco
Happier,ýý (Deluxe),Ed Sheeran,03-03-2017,GBAHS1700028,"2,287",29.9,"1,32,23,85,342","1,09,373","5,49,54,226",70,"69,64,25,510","46,49,149",Rock
Kill Em With Kindness,Revival (Deluxe),Selena Gomez,10-09-2015,USUM71513588,"2,290",29.9,"55,00,49,388","48,598","1,44,97,820",56,"59,23,41,655","45,53,103",pop
Good Love,Good Love,Hannah Laing,05-12-2023,GBUM72304092,"2,296",29.9,"10,01,86,243","26,116","3,64,40,018",70,"2,06,91,770","1,24,812",jazz
Little Girl Gone,Little Girl Gone,CHINCHILLA,4/21/2023,GBGLW2300286,"2,297",29.9,"10,03,97,677","21,963","1,39,59,755",68,"4,45,30,380","5,26,851",Rock
Ella Quiere Beber - Remix,Ella Quiere Beber (Remix),Anuel AA,11-02-2018,QM6P41842818,"2,299",29.9,"77,88,46,570","66,150","2,54,10,849",70,"78,58,98,158","27,71,037",pop
Blicky,Blicky,Fresh X Reckless,01-11-2023,TCAGT2316203,"2,292",29.9,"1,96,17,254","6,378","7,49,928",40,"59,83,105","1,19,013",Rock
Baby (Lil Baby feat. DaBaby),Baby,Quality Control,7/17/2019,USUG11900748,"2,294",29.9,"52,21,43,496","1,11,477","1,62,14,693",68,"21,28,06,984","18,53,709",pop
Hotel,Hotel,Montell Fish,9/16/2022,QZVBE2200009,"2,291",29.9,"29,66,74,882","56,660","2,78,11,906",74,"3,85,22,238","5,08,119",jazz
Mas Altas Que Bajadas,Nata Montana,Natanael Cano,6/30/2023,USWL12301031,"2,288",29.9,"15,74,76,564","15,069","73,63,178",71,"14,09,16,381","7,74,193",hip hop
Somewhere Only We Know,Somewhere Only We Know,Gustixa,09-05-2022,QZNWV2251985,"2,286",29.9,"5,35,32,212","9,646","13,21,681",43,"9,86,71,018","13,71,770",Rythem
X1,Little Hair,MC Cabelinho,12/20/2021,QZTVM2103308,"2,285",29.9,"18,50,50,407","30,221","55,14,940",62,"38,95,74,452","20,43,151",Blues
Baby Shark,Pinkfong Bebefinn (Pt. 1),Bebefinn,8/26/2022,QM6P42230294,"2,289",29.9,"17,31,282",162,"21,068",31,"46,25,09,288","12,09,603",Folk Music
DISPARA ***,DISPARA ***,Nicki Nicole,5/17/2023,UYB282300010,"2,301",29.8,"18,21,84,068","23,852","82,14,976",66,"13,20,49,541","8,54,994",Disco
Burn,Halcyon,Ellie Goulding,01-01-2012,GBUM71303482,"2,306",29.8,"78,43,34,383","1,04,998","3,08,18,474",68,"1,77,65,60,692","75,59,025",Rock
By Your Side,By Your Side,Rod Wave,11/22/2021,USQX92105590,"2,303",29.8,"16,48,04,108","40,909","43,53,138",60,"11,14,37,165","9,32,922",pop
Very Sad,Very Sad,Enchan,11/23/2022,SGB502288016,"2,309",29.8,"14,26,122",284,"21,377",,"13,28,757","33,856",jazz
No Te Contaron Mal,No Te Contaron Mal,Christian Nodal,09-07-2018,MXUM71801874,"2,312",29.8,"49,25,42,256","37,141","1,28,74,966",68,"1,09,18,52,566","33,11,784",Rock
When We Were Young,25,Adele,11/20/2015,GBBKS1500217,"2,305",29.8,"1,28,40,96,603","1,17,365","4,17,10,598",71,"1,02,17,58,621","63,06,795",pop
Miracle (Extended),Miracle (with Ellie Goulding) [Remixes],Calvin Harris,6/16/2023,GBARL2300301,"2,314",29.8,"57,151",92,"28,566",14,"57,477","1,150",jazz
Zapateado Encabronado #3,Nuestra Historia de Voces Ediciï¿½ï¿½n de Oro 25 a,Alacranes Musical,3/22/2024,GBLFP2486472,"2,300",29.8,"1,24,95,358",5,17,,,,hip hop
Ainï¿½ï¿½ï¿½t Tha,One Thing At A Time,Morgan Wallen,03-03-2023,USUG12300807,"2,302",29.8,"21,00,72,827","30,503","53,18,773",74,"3,52,81,929","2,21,683",Rythem
I Am Your Gummy Bear (The Gummy Bear Song),Gummybear Song,Gummibï¿½,01-01-2007,USR3R0700073,"2,307",29.8,"10,40,73,182","11,904","16,60,833",57,"3,98,25,26,341","1,14,55,880",Blues
Do It Again (feat. 2Rare),Do It Again (feat. 2Rare),NLE Choppa,10-07-2022,USWB12205833,"2,313",29.8,"15,51,42,115","65,297","67,21,980",60,"5,42,56,746","7,37,762",Folk Music
Te Felicito,"Unas Mï¿½ï¿½as y Otras Prestadas, Vo",Gerardo Coronel,11-11-2022,QZDQH2204268,"2,308",29.8,"13,69,99,598","2,515","16,14,193",57,"35,22,76,536","8,48,233",Disco
Funny Song,Funny Song,Bruno Portinho Trilhas para filmes,03-07-2023,SGB502330766,"2,310",29.8,,3,10,2,,,Rock
The Smallest Man Who Ever Lived,THE TORTURED POETS DEPARTMENT,Taylor Swift,4/18/2024,USUG12401041,"2,304",29.8,"12,29,86,507","2,923","1,19,50,658",,"60,94,390","70,607",pop
Loading,Loading,Central Cee,10/22/2020,ZZOPM2003512,"2,311",29.8,"35,66,81,497","1,37,745","82,67,546",65,"20,45,09,339","21,98,210",jazz
Tek Tek (feat. MHD),Tek Tek (feat. MHD),DYSTINCT,05-11-2023,NL2BN2300036,"2,326",29.7,"6,92,08,147","30,635","56,22,603",59,"7,93,05,809","5,22,795",Rock
Everyday Hustle,WE DON'T TRUST YOU,Future,3/22/2024,USSM12402030,"2,319",29.7,"3,29,35,844","9,191","30,72,155",,"47,97,753","77,902",pop
Dos Besitos,Dos Besitos,La Joaqui,10/27/2022,ARACN2200010,"2,320",29.7,"10,03,35,960","18,928","37,42,291",56,"16,34,08,340","6,34,796",jazz
Deep Down (feat. Never Dull),Deep Down (feat. Never Dull),Alok,6/17/2022,DEE862200810,"2,318",29.7,"33,52,03,899","61,133","9,94,51,251",76,"2,25,24,199","2,41,700",hip hop
No Me Conoce - Remix,No Me Conoce (Remix),Jhay Cortez,5/17/2019,USUM71908293,"2,322",29.7,"1,36,72,65,268","1,35,811","4,69,29,639",75,"17,49,11,891","7,49,591",Rythem
ýýCýýmo Pasýý?,ýýCýýmo Pasýý?,Ela Taubert,2/14/2024,USUM72400711,"2,324",29.7,"6,12,88,751","3,662","1,79,01,827",,"4,19,42,760","4,43,004",Blues
Freaky Friday (feat. Chris Brown),Freaky Friday (feat. Chris Brown),Lil Dicky,3/15/2018,QMRSZ1800280,"2,321",29.7,"67,02,98,052","82,446","1,29,53,022",65,"82,21,91,175","67,83,630",Folk Music
Still Rollin,Still Rollin,Shubh,5/19/2023,QM6P42332209,"2,325",29.7,"19,14,65,461","18,344","74,25,022",69,"12,64,28,962","12,36,685",Disco
Safe And Sound,Capital Cities EP,Capital Cities,01-01-2012,USCA21203108,"2,317",29.7,"1,28,60,89,822","2,56,512","7,42,67,670",78,"29,14,34,533","32,22,924",Rock
Mal Hombre,Mal Hombre,Kim Loaiza,10/25/2023,USWL12302769,"2,323",29.7,"2,88,17,964","1,104","17,17,958",,"9,91,08,166","17,33,004",pop
Teeth,Teeth,5 Seconds of Summer,8/21/2019,USUG11902528,"2,315",29.7,"68,32,47,723","1,03,554","1,85,82,680",71,"32,29,65,834","52,20,826",jazz
I Took A Pill In Ibiza,The Truth,Mike Posner,6/22/2015,USUM71503636,"2,316",29.7,"8,33,66,020","17,799","34,74,319",49,"2,00,08,37,797","1,13,10,696",Rock
Run Free,Run Free,Deep Chills,8/18/2017,NLYK91700007,"2,334",29.6,"8,69,43,003","17,950","36,30,498",55,"1,00,03,352","1,10,419",pop
In The Dark,In the Dark,Purple Disco Machine,1/21/2022,AUDCB1701963,"2,330",29.6,"17,77,22,624","34,102","61,37,203",59,"6,14,47,086","3,48,517",jazz
Felina,Felina,WIU,9/22/2022,BXW922200018,"2,331",29.6,"22,70,79,649","35,385","89,42,936",63,"19,95,23,728","12,91,904",hip hop
Meet you at the Graveyard,"Clean Sheets, dirty walls",Cleffy,10-06-2023,TCAHM2333379,"2,327",29.6,"9,58,71,805","21,000","74,41,709",14,"1,34,45,854","2,23,703",Rythem
Sexy to Someone,Sexy to Someone,Clairo,5/23/2024,USA2P2416224,"2,329",29.6,"1,52,90,073","2,626","3,71,48,745",74,"11,48,601","33,597",Blues
Se Le Ve,"Se Le Ve (feat. Justin Quiles, Arcangel, De La Ghetto, Lenny Tavï¿½ï¿½rez & Dï¿½ï¿½melo Flow) ",Dï¿½ï¿½melo ,08-12-2021,QM9WM2100063,"2,332",29.6,"24,01,38,585","43,572","1,12,85,970",56,"20,06,32,603","13,67,067",Folk Music
Coraï¿½ï¿½ï¿½ï¿½o,Manual de Como Amar Errado,WIU,11/29/2022,BXW922200010,"2,333",29.6,"23,96,69,425","30,426","73,38,920",63,"18,14,95,900","11,78,870",Disco
FEARLESS,FEARLESS,LE SSERAFIM,05-02-2022,USA2P2219222,"2,328",29.6,"31,29,42,305","20,231","47,56,698",62,"38,64,59,691","47,16,534",Rock
Let It Go,Let It Go,James Bay,01-01-2014,USUM71405265,"2,338",29.5,"1,19,77,74,081","1,28,593","5,63,15,096",65,"58,00,76,338","36,85,849",pop
Where It Ends,Where It Ends,Bailey Zimmerman,8/19/2022,USWB12202445,"2,343",29.5,"17,84,41,881","28,857","74,39,902",75,"2,43,54,425","1,88,213",jazz
drivers license,drivers license,Olivia Rodrigo,01-08-2021,USUG12004750,"2,341",29.5,"2,18,47,54,018","9,903","26,38,527",57,,,Rock
Desenrola Bate Joga de Ladin (feat. DJ Biel do Furduncinho),Pros Menorzin (feat. DJ Biel do Furduncinho),L7NNON,04-08-2022,BR5TG2200015,"2,340",29.5,"8,62,62,202","17,907","73,03,868",53,"1,70,14,183","1,49,189",pop
Carry You Home,Carry You Home,Alex Warren,5/31/2024,USAT22403017,"2,339",29.5,"94,28,361","1,095","2,19,25,889",71,"19,02,586","62,041",Rock
City Boys,Workout Rap 2024,Burna Boy,2/23/2022,USAT22307528,"2,342",29.5,"15,22,89,860","58,113","1,95,05,579",69,"7,99,13,960","5,78,895",pop
Wellerman - Sea Shanty,Wellerman (Sea Shanty),Nathan Evans,1/21/2021,GBUM72100297,"2,336",29.5,"40,57,54,991","1,03,694","58,05,294",66,"9,31,90,559","13,33,319",jazz
Every Summertime,Every Summertime,NIKI,08-10-2021,USUM72114018,"2,346",29.5,"38,31,71,089","60,923","1,31,64,145",70,"8,83,19,558","9,94,946",hip hop
MANDA BALA,MANDA BALA,Ariis,12-08-2023,GBLV62301933,"2,344",29.5,"6,30,16,744","8,387","65,43,410",,"1,36,16,356","1,66,299",Rythem
Walk It Talk It,Culture II,Migos,1/26/2018,USUM71800983,"2,337",29.5,"77,84,59,270","1,50,813","2,93,17,904",67,"31,18,18,843","28,81,524",Blues
TQMQA,TQMQA - Single,Eladio Carrion,12/14/2023,QMFMG2300652,"2,335",29.5,"4,20,43,071","9,916","82,75,134",,"5,56,59,616","2,44,536",Folk Music
Face Off,Face Off,Tech N9ne,10-07-2021,USZHR2100088,"2,347",29.5,"19,49,08,788","58,039","68,55,506",59,"14,08,86,656","32,77,009",Disco
Otra vez (feat. J Balvin),Motivan2,Zion & Lennox,9/30/2016,USWL11600244,"2,345",29.5,"91,24,46,776","48,788","1,82,31,793",67,"1,32,35,33,350","31,21,184",Rock
BOOKER T,EL ï¿½ï¿½LTIMO TOUR DEL M,Bad Bunny,11/27/2020,QMFME2066844,"2,351",29.4,"40,30,41,493","62,435","93,24,189",66,"45,22,34,537","47,63,627",pop
Girls Never Die,<ASSEMBLE24>,tripleS,05-08-2024,KRA382402695,"2,352",29.4,"87,97,665",769,"1,73,49,465",67,"1,97,62,635","8,04,351",jazz
"24/7, 365","24/7, 365",elijah woods,7/24/2023,QZNWU2345439,"2,359",29.4,"9,11,24,161","12,758","79,68,409",71,"3,17,15,988","2,42,939",Rock
POCPOC,POCPOC,PEDRO SAMPAIO,11/23/2023,BRWMB2301411,"2,360",29.4,"13,72,76,005","9,079","2,62,26,576",72,"7,31,27,958","3,95,431",pop
Je M'appelle,Je M'appelle,Benzz,4/21/2022,GBUM72202219,"2,358",29.4,"23,17,45,345","83,611","69,94,071",65,"9,60,88,327","13,18,047",jazz
Soap,Soap,Melanie Martinez,07-10-2015,USAT21501777,"2,349",29.4,"34,95,38,935","48,604","1,09,08,000",67,"14,77,35,161","24,27,913",hip hop
Bam Yang Gang,Bam Yang Gang,BIBI,2/13/2024,KRA382401062,"2,357",29.4,"3,35,58,829","3,403","1,19,94,440",,"6,12,03,352","6,59,950",Rythem
Never Forget You,Never Forget You,Zara Larsson,09-10-2015,SEWEE1500801,"2,348",29.4,"97,20,89,598","98,962","2,36,27,265",66,"90,91,47,975","67,77,996",Blues
Tyler Herro,Tyler Herro,Jack Harlow,10/22/2020,USAT22006588,"2,355",29.4,"55,56,31,717","1,27,984","2,22,80,549",66,"12,47,10,525","14,63,633",Folk Music
"i hate u, i love u (feat. olivia o'brien)","i hate u, i love u (feat. olivia o'brien)",gnash,2/17/2016,USAT21601051,"2,354",29.4,"1,40,57,72,026","1,22,979","5,37,43,248",70,"1,01,84,78,143","88,78,070",Disco
Ophelia,Ophelia,The Lumineers,02-05-2016,USDMG1673802,"2,350",29.4,"1,27,48,48,626","2,13,943","4,71,56,566",70,"26,72,24,710","20,81,752",Rock
Manos Rotas,Manos Rotas,DELLAFUENTE,11/16/2023,QMFMF2333158,"2,356",29.4,"10,67,59,874","18,359","89,98,620",71,"3,52,14,805","1,68,576",pop
Ella No Es Tuya - Remix,Ella No Es Tuya (Remix),Rochy RD,02-03-2021,USSD12100003,"2,353",29.4,"36,48,56,266","76,669","1,54,12,661",62,"21,40,69,737","23,07,973",jazz
Satellite,Harry's House,Harry Styles,5/20/2022,USSM12200619,"2,373",29.3,"45,57,18,141","51,605","2,12,94,785",70,"7,57,41,997","14,37,701",Rock
La Santa,YHLQMDLG,Bad Bunny,2/29/2020,QM4TX2030933,"2,361",29.3,"91,55,57,792","96,498","3,53,75,775",75,"37,24,27,636","16,12,028",pop
Tera Ban Jaunga,Kabir Singh,Akhil Sachdeva,6/14/2019,INS181903758,"2,372",29.3,"21,10,95,929","15,632","88,31,229",63,"32,56,55,059","25,24,096",jazz
